# num_annealing 30
54 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
55 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
56 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
57 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
58 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
59 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
60 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
61 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
62 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
63 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
64 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
65 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
66 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
67 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
68 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
69 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
70 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
71 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
72 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
73 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
74 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
75 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
76 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
77 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
78 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
79 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
80 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
81 ; 677.0 ; [ 5.98076579 22.5191619  21.69070729 21.64422078 11.78794624  7.6423899 ]
